Data_as_of,DCF_Region,DCF_Office,Demographic,Out_of_State,Month_in_Care,TOTAL_CIP,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING
06/26/2014,Region 4,Hartford Office,BLACK,N,07/01/2005,403,121,97,18,64,8,11,22,34,2,8,2,1,15
06/26/2014,Region 4,Hartford Office,HISPANIC,Y,07/01/2005,26,3,4,0,0,0,0,0,19,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,HISPANIC,N,07/01/2005,415,157,85,19,62,17,3,27,30,2,6,2,1,4
06/26/2014,Region 4,Hartford Office,OTHER,Y,07/01/2005,3,0,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,OTHER,N,07/01/2005,33,15,5,1,3,1,1,0,5,0,1,0,0,1
06/26/2014,Region 4,Hartford Office,WHITE,Y,07/01/2005,8,3,1,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,WHITE,N,07/01/2005,57,26,8,1,9,1,1,2,4,1,1,0,0,3
06/26/2014,Region 4,Manchester Office,BLACK,Y,07/01/2005,6,0,3,0,1,0,0,1,1,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,BLACK,N,07/01/2005,122,39,33,8,9,0,2,14,9,3,0,0,1,4
06/26/2014,Region 4,Manchester Office,HISPANIC,Y,07/01/2005,14,5,0,1,0,0,0,0,8,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,HISPANIC,N,07/01/2005,113,43,30,3,6,8,4,6,7,0,4,0,1,1
06/26/2014,Region 4,Manchester Office,OTHER,Y,07/01/2005,3,1,0,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,OTHER,N,07/01/2005,22,9,4,0,3,1,1,1,3,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,WHITE,Y,07/01/2005,34,1,7,0,0,0,0,1,25,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,WHITE,N,07/01/2005,316,120,95,15,17,7,2,17,28,4,5,0,3,3
06/26/2014,Region 5,Danbury Office,BLACK,Y,07/01/2005,3,1,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,BLACK,N,07/01/2005,24,4,3,4,4,1,0,3,4,0,0,0,1,0
06/26/2014,Region 5,Danbury Office,HISPANIC,Y,07/01/2005,4,2,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,HISPANIC,N,07/01/2005,39,15,6,1,4,3,1,3,5,0,1,0,0,0
06/26/2014,Region 5,Danbury Office,OTHER,N,07/01/2005,9,4,4,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,WHITE,Y,07/01/2005,6,0,0,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,WHITE,N,07/01/2005,66,20,20,3,4,1,0,6,6,1,0,0,1,4
06/26/2014,Region 5,Torrington Office,BLACK,N,07/01/2005,9,1,0,0,4,0,0,3,1,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,HISPANIC,N,07/01/2005,12,7,0,0,2,1,0,2,0,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,HISPANIC,Y,07/01/2005,2,1,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,OTHER,N,07/01/2005,9,6,1,0,0,0,0,1,1,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,OTHER,Y,07/01/2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,WHITE,Y,07/01/2005,19,5,1,0,0,0,0,0,13,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,WHITE,N,07/01/2005,123,44,27,7,16,2,3,6,17,0,1,0,0,0
06/26/2014,Region 5,Waterbury Office,BLACK,Y,07/01/2005,14,0,5,0,0,0,0,0,9,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,BLACK,N,07/01/2005,162,60,45,9,20,2,2,4,11,0,5,1,0,3
06/26/2014,Region 5,Waterbury Office,HISPANIC,Y,07/01/2005,9,0,3,0,0,0,0,1,5,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,HISPANIC,N,07/01/2005,195,73,43,8,35,6,3,6,9,1,5,2,0,4
06/26/2014,Region 5,Waterbury Office,OTHER,Y,07/01/2005,4,1,1,0,1,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,OTHER,N,07/01/2005,32,10,7,3,8,0,0,0,2,0,0,0,0,2
06/26/2014,Region 5,Waterbury Office,WHITE,Y,07/01/2005,11,3,0,0,1,0,0,0,7,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,WHITE,N,07/01/2005,170,64,30,6,26,10,4,3,15,4,5,0,0,3
06/26/2014,Region 6,Meriden Office,BLACK,Y,07/01/2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0
06/26/2014,Region 6,Meriden Office,BLACK,N,07/01/2005,33,5,4,1,9,4,2,1,4,1,0,1,0,1
06/26/2014,Region 6,Meriden Office,HISPANIC,Y,07/01/2005,13,2,4,0,4,0,0,0,3,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,HISPANIC,N,07/01/2005,82,31,16,4,8,4,3,2,9,0,1,0,0,4
06/26/2014,Region 6,Meriden Office,OTHER,N,07/01/2005,16,5,7,0,0,1,0,0,0,2,0,0,0,1
06/26/2014,Region 6,Meriden Office,WHITE,N,07/01/2005,95,27,29,3,16,2,1,5,6,0,1,0,0,5
06/26/2014,Region 6,Meriden Office,WHITE,Y,07/01/2005,5,1,0,0,1,0,0,0,3,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,BLACK,N,07/01/2005,83,19,20,2,13,3,3,10,7,1,1,0,1,3
06/26/2014,Region 6,New Britain Office,BLACK,Y,07/01/2005,7,0,4,0,1,0,0,0,2,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,HISPANIC,N,07/01/2005,221,65,55,8,34,5,4,18,20,0,3,0,2,7
06/26/2014,Region 6,New Britain Office,HISPANIC,Y,07/01/2005,22,4,9,0,0,0,0,0,9,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,OTHER,N,07/01/2005,24,10,6,1,2,1,1,0,2,0,0,0,1,0
06/26/2014,Region 6,New Britain Office,OTHER,Y,07/01/2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,WHITE,N,07/01/2005,222,66,53,8,34,4,5,16,26,0,2,0,0,8
06/26/2014,Region 6,New Britain Office,WHITE,Y,07/01/2005,22,4,0,1,0,0,0,1,16,0,0,0,0,0
06/26/2014,Other,Aftercare,BLACK,N,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Aftercare,HISPANIC,N,07/01/2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Gen'l Administration,BLACK,N,07/01/2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0
06/26/2014,Other,Gen'l Administration,OTHER,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Gen'l Administration,WHITE,N,07/01/2006,2,0,0,0,0,0,0,0,1,0,0,0,0,1
06/26/2014,Other,Hotline,BLACK,N,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,BLACK,N,07/01/2006,57,0,0,0,0,0,0,3,25,0,1,28,0,0
06/26/2014,Other,Unassigned_Office,BLACK,Y,07/01/2006,8,0,0,0,0,0,0,0,8,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,HISPANIC,N,07/01/2006,39,0,2,0,0,0,0,4,21,0,0,12,0,0
06/26/2014,Other,Unassigned_Office,HISPANIC,Y,07/01/2006,3,0,0,0,0,0,0,0,3,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,OTHER,N,07/01/2006,19,1,0,0,0,0,0,0,10,0,0,8,0,0
06/26/2014,Other,Unassigned_Office,OTHER,Y,07/01/2006,4,0,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,WHITE,N,07/01/2006,40,0,0,0,0,1,0,1,29,0,1,8,0,0
06/26/2014,Other,Unassigned_Office,WHITE,Y,07/01/2006,6,1,0,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,BLACK,N,07/01/2006,224,61,52,13,36,6,2,18,16,4,3,4,1,8
06/26/2014,Region 1,Bridgeport Office,BLACK,Y,07/01/2006,19,0,3,0,1,0,0,0,15,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,HISPANIC,N,07/01/2006,157,58,40,8,17,1,3,9,13,0,2,1,0,5
06/26/2014,Region 1,Bridgeport Office,HISPANIC,Y,07/01/2006,17,1,6,0,0,0,0,1,9,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,OTHER,N,07/01/2006,19,7,3,0,4,0,0,3,1,0,0,0,1,0
06/26/2014,Region 1,Bridgeport Office,OTHER,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,WHITE,N,07/01/2006,57,24,6,1,9,0,1,5,10,0,0,0,0,1
06/26/2014,Region 1,Bridgeport Office,WHITE,Y,07/01/2006,2,1,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,BLACK,N,07/01/2006,52,10,16,2,7,3,2,1,7,0,2,1,0,1
06/26/2014,Region 1,Norwalk Office,BLACK,Y,07/01/2006,4,2,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,HISPANIC,N,07/01/2006,23,7,8,1,2,0,0,2,3,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,HISPANIC,Y,07/01/2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,OTHER,N,07/01/2006,11,4,5,1,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,OTHER,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,WHITE,Y,07/01/2006,7,2,1,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,WHITE,N,07/01/2006,19,6,1,3,2,0,0,0,4,0,0,1,0,2
06/26/2014,Region 1,Stamford Office,BLACK,N,07/01/2006,43,10,15,2,6,0,0,2,4,0,1,1,0,2
06/26/2014,Region 1,Stamford Office,BLACK,Y,07/01/2006,2,1,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,HISPANIC,N,07/01/2006,16,8,4,0,0,1,0,0,1,0,0,1,0,1
06/26/2014,Region 1,Stamford Office,HISPANIC,Y,07/01/2006,2,0,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,OTHER,N,07/01/2006,3,1,2,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,WHITE,N,07/01/2006,16,2,1,2,0,0,0,1,8,0,1,0,0,1
06/26/2014,Region 1,Stamford Office,WHITE,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 2,Milford Office,BLACK,N,07/01/2006,111,13,27,6,38,0,4,5,15,1,0,0,0,2
06/26/2014,Region 2,Milford Office,BLACK,Y,07/01/2006,15,3,1,0,0,0,0,0,11,0,0,0,0,0
06/26/2014,Region 2,Milford Office,HISPANIC,N,07/01/2006,46,10,12,2,13,1,0,0,6,0,1,0,0,1
06/26/2014,Region 2,Milford Office,HISPANIC,Y,07/01/2006,7,2,0,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 2,Milford Office,OTHER,N,07/01/2006,19,7,3,1,2,0,0,0,6,0,0,0,0,0
06/26/2014,Region 2,Milford Office,WHITE,N,07/01/2006,166,43,37,7,30,6,4,14,21,2,1,1,0,0
06/26/2014,Region 2,Milford Office,WHITE,Y,07/01/2006,11,0,1,0,0,0,0,0,10,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,BLACK,N,07/01/2006,365,78,84,5,100,18,5,9,37,3,3,11,0,12
06/26/2014,Region 2,New Haven Office,BLACK,Y,07/01/2006,33,8,6,0,0,0,0,0,19,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,HISPANIC,N,07/01/2006,107,39,12,6,24,5,2,2,10,0,4,1,0,2
06/26/2014,Region 2,New Haven Office,HISPANIC,Y,07/01/2006,8,1,1,1,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,OTHER,N,07/01/2006,30,7,10,0,5,3,1,0,2,0,1,0,1,0
06/26/2014,Region 2,New Haven Office,OTHER,Y,07/01/2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,WHITE,N,07/01/2006,52,16,6,2,9,3,0,7,7,0,1,0,0,1
06/26/2014,Region 2,New Haven Office,WHITE,Y,07/01/2006,4,1,0,0,0,0,0,1,2,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,BLACK,N,07/01/2006,28,13,4,1,3,1,0,0,3,1,1,1,0,0
06/26/2014,Region 3,Middletown Office,BLACK,Y,07/01/2006,3,0,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,HISPANIC,N,07/01/2006,23,5,8,2,4,0,0,2,1,0,0,0,0,1
06/26/2014,Region 3,Middletown Office,OTHER,N,07/01/2006,8,4,2,0,1,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,WHITE,N,07/01/2006,107,33,21,3,12,4,0,12,19,0,1,0,0,2
06/26/2014,Region 3,Middletown Office,WHITE,Y,07/01/2006,7,2,1,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,BLACK,N,07/01/2006,89,50,15,2,10,0,1,3,2,1,0,0,0,5
06/26/2014,Region 3,Norwich Office,BLACK,Y,07/01/2006,12,2,4,0,1,0,0,0,5,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,HISPANIC,N,07/01/2006,68,30,7,2,13,2,2,6,4,0,0,1,0,1
06/26/2014,Region 3,Norwich Office,HISPANIC,Y,07/01/2006,6,0,0,0,2,0,0,1,3,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,OTHER,N,07/01/2006,68,35,15,6,3,4,0,1,4,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,OTHER,Y,07/01/2006,5,2,1,0,1,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,WHITE,N,07/01/2006,274,114,52,17,31,3,5,17,22,0,4,1,1,7
06/26/2014,Region 3,Norwich Office,WHITE,Y,07/01/2006,27,8,2,0,3,0,0,0,13,0,0,0,0,1
06/26/2014,Region 3,Willimantic Office,BLACK,N,07/01/2006,21,11,2,5,2,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,BLACK,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,HISPANIC,N,07/01/2006,62,30,7,1,8,2,2,1,10,0,1,0,0,0
06/26/2014,Region 3,Willimantic Office,HISPANIC,Y,07/01/2006,4,1,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,OTHER,N,07/01/2006,34,8,11,6,6,0,0,1,2,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,OTHER,Y,07/01/2006,4,1,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,WHITE,N,07/01/2006,228,110,28,25,22,13,3,9,13,3,2,0,0,0
06/26/2014,Region 3,Willimantic Office,WHITE,Y,07/01/2006,24,7,3,0,0,0,0,0,14,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,BLACK,N,07/01/2006,364,96,101,21,52,8,6,28,21,2,10,4,3,12
06/26/2014,Region 4,Hartford Office,BLACK,Y,07/01/2006,34,10,4,0,0,0,0,0,19,0,0,0,1,0
06/26/2014,Region 4,Hartford Office,HISPANIC,N,07/01/2006,406,160,66,23,60,15,8,22,30,0,10,2,3,7
06/26/2014,Region 4,Hartford Office,HISPANIC,Y,07/01/2006,32,5,5,2,0,0,0,1,18,0,0,0,1,0
06/26/2014,Region 4,Hartford Office,OTHER,N,07/01/2006,46,16,9,0,5,5,2,0,6,0,1,0,0,2
06/26/2014,Region 4,Hartford Office,OTHER,Y,07/01/2006,2,0,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,WHITE,N,07/01/2006,61,25,13,3,7,1,0,4,6,0,0,0,0,2
06/26/2014,Region 4,Hartford Office,WHITE,Y,07/01/2006,3,1,0,0,0,0,0,1,1,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,BLACK,N,07/01/2006,134,38,33,9,16,8,2,11,11,0,2,1,0,3
06/26/2014,Region 4,Manchester Office,BLACK,Y,07/01/2006,7,0,4,0,0,0,0,1,2,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,HISPANIC,N,07/01/2006,117,47,34,2,7,4,2,7,3,1,4,0,1,5
06/26/2014,Region 4,Manchester Office,HISPANIC,Y,07/01/2006,9,2,1,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,OTHER,N,07/01/2006,27,8,6,0,2,0,2,3,3,0,1,0,0,2
06/26/2014,Region 4,Manchester Office,WHITE,N,07/01/2006,287,106,75,26,20,9,5,14,17,5,0,0,6,4
06/26/2014,Region 4,Manchester Office,WHITE,Y,07/01/2006,24,1,1,0,1,0,0,1,20,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,BLACK,N,07/01/2006,24,7,3,1,5,0,0,2,3,0,1,1,0,1
06/26/2014,Region 5,Danbury Office,BLACK,Y,07/01/2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,HISPANIC,N,07/01/2006,49,24,3,4,4,1,2,3,7,1,0,0,0,0
06/26/2014,Region 5,Danbury Office,HISPANIC,Y,07/01/2006,3,2,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,OTHER,N,07/01/2006,12,4,5,0,0,1,0,0,1,1,0,0,0,0
06/26/2014,Region 5,Danbury Office,WHITE,N,07/01/2006,67,16,20,5,3,5,0,8,6,2,0,0,1,1
06/26/2014,Region 5,Danbury Office,WHITE,Y,07/01/2006,7,0,2,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,BLACK,N,07/01/2006,10,4,0,0,3,0,0,2,1,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,HISPANIC,N,07/01/2006,19,10,3,1,0,1,0,1,3,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,HISPANIC,Y,07/01/2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,OTHER,N,07/01/2006,14,7,1,0,2,0,1,0,2,0,0,0,1,0
06/26/2014,Region 5,Torrington Office,WHITE,N,07/01/2006,141,65,20,6,10,6,2,9,21,0,0,0,1,1
06/26/2014,Region 5,Torrington Office,WHITE,Y,07/01/2006,18,2,1,0,1,0,0,0,14,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,BLACK,N,07/01/2006,163,49,45,9,21,2,2,8,16,1,5,2,0,3
06/26/2014,Region 5,Waterbury Office,BLACK,Y,07/01/2006,16,3,7,0,1,0,0,0,5,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,HISPANIC,N,07/01/2006,234,117,38,10,30,7,2,6,15,3,3,2,0,1
06/26/2014,Region 5,Waterbury Office,HISPANIC,Y,07/01/2006,14,2,6,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,OTHER,N,07/01/2006,33,13,7,3,5,0,1,0,1,1,0,1,0,1
06/26/2014,Region 5,Waterbury Office,OTHER,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,WHITE,N,07/01/2006,190,66,42,8,34,4,2,14,7,2,2,1,3,5
06/26/2014,Region 5,Waterbury Office,WHITE,Y,07/01/2006,5,1,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,BLACK,N,07/01/2006,30,6,6,3,7,1,1,0,4,0,0,1,0,1
06/26/2014,Region 6,Meriden Office,BLACK,Y,07/01/2006,3,0,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,HISPANIC,N,07/01/2006,85,32,18,4,6,9,5,1,5,0,1,2,0,2
06/26/2014,Region 6,Meriden Office,HISPANIC,Y,07/01/2006,10,2,4,0,1,0,0,0,3,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,OTHER,N,07/01/2006,17,9,3,1,0,0,0,1,1,1,0,0,0,1
06/26/2014,Region 6,Meriden Office,OTHER,Y,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,WHITE,N,07/01/2006,93,25,25,3,16,3,0,4,12,0,2,0,1,2
06/26/2014,Region 6,Meriden Office,WHITE,Y,07/01/2006,5,1,0,0,0,0,0,2,2,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,BLACK,N,07/01/2006,83,23,14,1,19,0,2,9,7,0,1,1,1,5
06/26/2014,Region 6,New Britain Office,BLACK,Y,07/01/2006,10,0,8,0,1,0,0,0,1,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,HISPANIC,N,07/01/2006,222,47,59,12,48,0,3,17,16,1,2,4,1,12
06/26/2014,Region 6,New Britain Office,HISPANIC,Y,07/01/2006,17,6,5,0,0,0,0,1,5,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,OTHER,N,07/01/2006,41,15,8,3,6,2,0,1,5,0,1,0,0,0
06/26/2014,Region 6,New Britain Office,WHITE,N,07/01/2006,258,74,58,10,42,13,1,23,25,0,2,0,1,9
06/26/2014,Region 6,New Britain Office,WHITE,Y,07/01/2006,12,3,2,0,1,0,0,0,6,0,0,0,0,0
06/26/2014,Other,Aftercare,BLACK,N,07/01/2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0
06/26/2014,Other,Aftercare,HISPANIC,N,07/01/2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Gen'l Administration,BLACK,N,07/01/2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0
06/26/2014,Other,Gen'l Administration,HISPANIC,N,07/01/2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Spec Invest. Unit,BLACK,N,07/01/2007,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,BLACK,N,07/01/2007,49,0,0,0,0,0,0,8,13,0,0,28,0,0
06/26/2014,Other,Unassigned_Office,BLACK,Y,07/01/2007,9,0,0,0,0,0,0,0,9,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,HISPANIC,N,07/01/2007,34,0,2,0,0,0,0,0,16,0,1,15,0,0
06/26/2014,Other,Unassigned_Office,HISPANIC,Y,07/01/2007,3,0,0,0,0,0,0,0,3,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,OTHER,N,07/01/2007,9,0,3,0,0,0,0,0,2,0,1,3,0,0
06/26/2014,Other,Unassigned_Office,OTHER,Y,07/01/2007,3,0,0,0,0,0,0,0,2,0,0,0,1,0
06/26/2014,Other,Unassigned_Office,WHITE,N,07/01/2007,44,1,0,0,0,1,0,0,30,0,1,11,0,0
06/26/2014,Other,Unassigned_Office,WHITE,Y,07/01/2007,6,0,0,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,BLACK,N,07/01/2007,207,72,41,9,33,2,2,17,10,2,5,6,1,7
06/26/2014,Region 1,Bridgeport Office,BLACK,Y,07/01/2007,13,1,4,0,0,0,0,0,8,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,HISPANIC,N,07/01/2007,135,56,13,2,19,3,1,17,13,1,0,5,1,4
06/26/2014,Region 1,Bridgeport Office,HISPANIC,Y,07/01/2007,10,3,1,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,OTHER,N,07/01/2007,21,8,2,2,3,0,0,4,1,0,0,0,1,0
06/26/2014,Region 1,Bridgeport Office,OTHER,Y,07/01/2007,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,WHITE,Y,07/01/2007,3,0,1,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,WHITE,N,07/01/2007,63,25,12,4,4,0,0,7,11,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,BLACK,Y,07/01/2007,4,0,4,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,BLACK,N,07/01/2007,50,16,10,4,7,0,1,3,5,1,0,1,1,1
06/26/2014,Region 1,Norwalk Office,HISPANIC,Y,07/01/2007,2,1,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,HISPANIC,N,07/01/2007,19,8,2,0,2,0,1,2,3,0,0,0,1,0
06/26/2014,Region 1,Norwalk Office,OTHER,Y,07/01/2007,5,0,0,0,4,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,OTHER,N,07/01/2007,9,3,3,1,1,1,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,WHITE,Y,07/01/2007,4,0,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,WHITE,N,07/01/2007,10,4,1,0,1,0,0,0,2,0,0,0,0,2
06/26/2014,Region 1,Stamford Office,BLACK,Y,07/01/2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,BLACK,N,07/01/2007,33,9,10,1,4,2,1,3,2,0,0,0,0,1
06/26/2014,Region 1,Stamford Office,HISPANIC,Y,07/01/2007,2,0,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,HISPANIC,N,07/01/2007,14,7,3,0,0,1,1,2,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,OTHER,N,07/01/2007,2,0,1,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,WHITE,N,07/01/2007,14,3,4,0,0,0,1,2,3,0,0,0,0,1
06/26/2014,Region 1,Stamford Office,WHITE,Y,07/01/2007,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 2,Milford Office,BLACK,Y,07/01/2007,11,2,5,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 2,Milford Office,BLACK,N,07/01/2007,111,14,24,3,36,3,2,12,11,0,1,0,1,4
06/26/2014,Region 2,Milford Office,HISPANIC,Y,07/01/2007,7,2,1,1,0,0,0,0,3,0,0,0,0,0
06/26/2014,Region 2,Milford Office,HISPANIC,N,07/01/2007,59,14,9,2,15,0,3,1,10,1,0,1,2,1
06/26/2014,Region 2,Milford Office,OTHER,N,07/01/2007,19,5,4,1,3,0,0,0,6,0,0,0,0,0
06/26/2014,Region 2,Milford Office,WHITE,Y,07/01/2007,13,0,1,0,0,0,0,0,12,0,0,0,0,0
06/26/2014,Region 2,Milford Office,WHITE,N,07/01/2007,158,35,34,11,30,2,5,16,16,3,4,1,1,0
06/26/2014,Region 2,New Haven Office,BLACK,Y,07/01/2007,27,8,1,0,0,0,0,0,17,0,0,0,1,0
06/26/2014,Region 2,New Haven Office,BLACK,N,07/01/2007,379,72,73,10,116,16,4,21,38,6,3,7,1,12
